# [1] bsa
# Sample c= 4.53 mg/ml
# Intensity scaled by concentration
# Buffer subtracted data file:
# Protein DatFile = /data/visitor/mx1479/bm29/20130415/Tests/1d/bsa_005_ave.dat
# Buffer DatFile = /data/visitor/mx1479/bm29/20130415/Tests/ednaSub/bsa_005_ave_averbuffer.dat
# 
# AutoRg: Rg   =   2.9802 +/- 0.03 ( 0.9%)
# AutoRg: I(0) =   61.31 +/- 0.0606
# AutoRg: Points   46 to 95 ( 50 total)
# AutoRg: Quality: 76.9%
# 
# 
# Sample Information:
# Storage Temperature (degrees C): 20.0
# Measurement Temperature (degrees C): 20.15
# Concentration: 4.53
# Code: bsa
  2.821363e-02   6.735539e+00   1.527945e+00
  3.255419e-02   3.580671e+01   1.189102e+00
  3.689475e-02   6.151801e+01   1.017269e+00
  4.123531e-02   6.122609e+01   6.686483e-01
  4.557587e-02   6.116517e+01   4.621951e-01
  4.991642e-02   6.083404e+01   3.694082e-01
  5.425698e-02   6.042159e+01   3.265042e-01
  5.859754e-02   6.027863e+01   2.982865e-01
  6.293810e-02   6.022232e+01   2.763823e-01
  6.727866e-02   5.962865e+01   2.561989e-01
  7.161922e-02   5.884709e+01   2.394905e-01
  7.595978e-02   5.899642e+01   2.270905e-01
  8.030033e-02   5.886667e+01   2.156255e-01
  8.464089e-02   5.876951e+01   2.070977e-01
  8.898145e-02   5.865199e+01   1.994553e-01
  9.332201e-02   5.849898e+01   1.928678e-01
  9.766257e-02   5.829373e+01   1.863763e-01
  1.020031e-01   5.831007e+01   1.810987e-01
  1.063437e-01   5.825709e+01   1.762789e-01
  1.106842e-01   5.801651e+01   1.717490e-01
  1.150248e-01   5.770839e+01   1.675031e-01
  1.193654e-01   5.771018e+01   1.638313e-01
  1.237059e-01   5.754943e+01   1.602151e-01
  1.280465e-01   5.691658e+01   1.562927e-01
  1.323870e-01   5.716298e+01   1.534896e-01
  1.367276e-01   5.687550e+01   1.504334e-01
  1.410682e-01   5.691234e+01   1.478153e-01
  1.454087e-01   5.668536e+01   1.452410e-01
  1.497493e-01   5.655764e+01   1.428021e-01
  1.540898e-01   5.630865e+01   1.403975e-01
  1.584304e-01   5.611609e+01   1.380595e-01
  1.627709e-01   5.569486e+01   1.354460e-01
  1.671115e-01   5.566316e+01   1.334676e-01
  1.714521e-01   5.532940e+01   1.313640e-01
  1.757926e-01   5.518283e+01   1.295730e-01
  1.801332e-01   5.501294e+01   1.279391e-01
  1.844737e-01   5.473550e+01   1.259376e-01
  1.888143e-01   5.460371e+01   1.242128e-01
  1.931549e-01   5.431322e+01   1.223783e-01
  1.974954e-01   5.416086e+01   1.207639e-01
  2.018360e-01   5.393651e+01   1.193714e-01
  2.061765e-01   5.361689e+01   1.176749e-01
  2.105171e-01   5.306901e+01   1.158856e-01
  2.148577e-01   5.297183e+01   1.145496e-01
  2.191982e-01   5.288214e+01   1.133132e-01
  2.235388e-01   5.293192e+01   1.123004e-01
  2.278793e-01   5.253614e+01   1.130756e-01
  2.322199e-01   5.224510e+01   1.138011e-01
  2.365604e-01   5.200442e+01   1.139317e-01
  2.409010e-01   5.147073e+01   1.135294e-01
  2.452416e-01   5.108857e+01   1.130552e-01
  2.495821e-01   5.092254e+01   1.127237e-01
