Dmax,I0_real,I0_real_err,I0_recip,Rg_autorg,Rg_real,Rg_real_err,Rg_recip,estimate,file,status
16.14,0.3028,0.0009455,0.3028,3.4075,3.835,0.02966,3.83,0.6884,sample_bsa_00020000-integrate_subtracted.dat,ok
11.56,59.2,0.1648,59.2,3.82405,3.709,0.01264,3.704,0.867,sample_bsa_00030000-integrate_subtracted.dat,ok
12.87,56.06,0.1371,56.06,3.75466,3.753,0.01298,3.747,0.7839,sample_bsa_00040000-integrate_subtracted.dat,ok
13.44,57.32,0.1881,57.32,3.71695,3.839,0.02202,3.831,0.7774,sample_bsa_00050000-integrate_subtracted.dat,ok
13.18,63.31,0.1524,63.31,3.62158,3.816,0.01479,3.808,0.7879,sample_bsa_00060000-integrate_subtracted.dat,ok
12.65,73.62,0.1564,73.62,3.60544,3.758,0.01045,3.752,0.7403,sample_bsa_00070000-integrate_subtracted.dat,ok
,,,,,,,,,sample_bsa_00080000-integrate_subtracted.dat,autorg_failed
10.33,389.1,0.2593,389.1,2.99961,3.032,0.002889,3.032,0.6363,sample_bsa_1p250000-integrate_subtracted.dat,ok
14.95,379.7,0.3374,379.7,3.01663,2.714,0.01271,2.718,0.5916,sample_bsa_2p50000-integrate_subtracted.dat,ok
13.81,381.3,0.4881,381.3,3.01058,2.817,0.01291,2.82,0.6728,sample_bsa_50000-integrate_subtracted.dat,ok
,,,,,,,,,sample_buffer70000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_buffer_00030000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_buffer_1000Fe0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_buffer_20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_buffer_50Fe0000-integrate_subtracted.dat,autorg_failed
11.45,0.0185,0.0001561,0.0185,4.81813,0.8822,0.2388,0.8664,0.531,sample_bufpH100000-integrate_subtracted.dat,ok
41.91,8.23,6.925,8.232,7.84768,9.724,19.21,9.894,0.5527,sample_c10000-integrate_subtracted.dat,ok
4.35,0.1041,8.539e-05,0.1041,1.70463,1.632,0.001056,1.632,0.6032,sample_c100000-integrate_subtracted.dat,ok
3.59,0.5018,0.0001013,0.5018,1.33019,1.414,0.0001847,1.414,0.6047,sample_c1000000-integrate_subtracted.dat,ok
3.6,0.4849,9.903e-05,0.4849,1.33536,1.398,0.0001949,1.398,0.6198,sample_c100_1340000-integrate_subtracted.dat,ok
57.54,1.646,0.01112,1.646,10.013,14.46,0.1981,14.11,0.4146,sample_c100_790000-integrate_subtracted.dat,ok
3.41,0.387,9.528e-05,0.387,1.53679,1.295,0.0002309,1.296,0.5882,sample_c100_940000-integrate_subtracted.dat,ok
4.42,0.06922,6.974e-05,0.06922,1.69912,1.646,0.001343,1.646,0.5964,sample_c10_1340000-integrate_subtracted.dat,ok
5.67,0.03134,0.0001143,0.03134,1.47324,1.662,0.01071,1.662,0.6192,sample_c10_790000-integrate_subtracted.dat,ok
9.13,0.08485,0.0001596,0.08485,1.55657,1.988,0.01359,1.987,0.5603,sample_c10_940000-integrate_subtracted.dat,ok
,,,,,,,,,sample_c20000-integrate_subtracted.dat,autorg_failed
4.17,0.2207,9.578e-05,0.2207,1.60449,1.572,0.0004844,1.572,0.6082,sample_c250000-integrate_subtracted.dat,ok
4.15,0.2113,9.342e-05,0.2113,1.59415,1.567,0.0005248,1.567,0.6066,sample_c25_1340000-integrate_subtracted.dat,ok
7.83,0.4366,0.0002594,0.4366,3.10071,2.828,0.001058,2.827,0.5794,sample_c25_790000-integrate_subtracted.dat,ok
3.74,0.1725,6.224e-05,0.1725,1.58461,1.435,0.0003782,1.435,0.5639,sample_c25_940000-integrate_subtracted.dat,ok
5.74,0.02891,9.034e-05,0.02891,1.60659,1.676,0.008208,1.676,0.6948,sample_c30000-integrate_subtracted.dat,ok
4.87,0.02789,9.128e-05,0.02789,1.61158,1.574,0.006547,1.574,0.8385,sample_c3_00020000-integrate_subtracted.dat,ok
4.35,0.02785,6.183e-05,0.02785,1.56757,1.518,0.003965,1.518,0.707,sample_c3_1340000-integrate_subtracted.dat,ok
4.64,0.02859,6.008e-05,0.02859,1.56015,1.552,0.004189,1.552,0.7209,sample_c3_134_00020000-integrate_subtracted.dat,ok
4.41,0.01268,4.567e-05,0.01268,1.44428,1.471,0.008131,1.471,0.6159,sample_c3_790000-integrate_subtracted.dat,ok
5.21,0.01322,5.098e-05,0.01322,1.43212,1.532,0.01052,1.532,0.6092,sample_c3_79_00020000-integrate_subtracted.dat,ok
5.36,0.02506,5.498e-05,0.02506,1.7451,1.756,0.005279,1.756,0.6621,sample_c3_940000-integrate_subtracted.dat,ok
4.9,0.02908,6.259e-05,0.02908,1.72036,1.702,0.004367,1.702,0.7395,sample_c3_94_00020000-integrate_subtracted.dat,ok
4.61,0.3498,0.0001731,0.3498,1.5208,1.508,0.000906,1.508,0.6318,sample_c500000-integrate_subtracted.dat,ok
4.18,0.3154,7.89e-05,0.3154,1.47027,1.487,0.0002977,1.487,0.6484,sample_c50_1340000-integrate_subtracted.dat,ok
9.89,1.379,0.0004116,1.379,4.86661,3.602,0.0005605,3.602,0.5823,sample_c50_790000-integrate_subtracted.dat,ok
3.42,0.3039,9.297e-05,0.3039,1.47726,1.312,0.0002997,1.312,0.5896,sample_c50_940000-integrate_subtracted.dat,ok
,,,,,,,,,sample_cSE3_DMPC0000-integrate_subtracted.dat,autorg_failed
36.41,88.67,2.368,88.66,11.5618,12.64,0.195,12.58,0.8603,sample_coilIDR0000-integrate_subtracted.dat,ok
37.9,170.8,2.712,170.8,12.086,12.45,0.1393,12.39,0.8502,sample_coilIDR_00020000-integrate_subtracted.dat,ok
35.91,249.4,3.893,249.4,10.1055,12.25,0.1196,12.2,0.8759,sample_coilIDR_00030000-integrate_subtracted.dat,ok
41.4,361.8,3.899,361.7,11.8592,13.12,0.1113,13.05,0.8412,sample_coilIDR_00040000-integrate_subtracted.dat,ok
,,,,,,,,,sample_coilIDR_00050000-integrate_subtracted.dat,autorg_failed
38.57,361.6,1.619,361.6,7.03612,9.981,0.08122,9.883,0.4904,sample_conc_18mgml0000-integrate_subtracted.dat,ok
10.6,291.5,0.1741,291.5,4.84447,3.831,0.001277,3.83,0.5317,sample_conc_36mgml0000-integrate_subtracted.dat,ok
41.48,143.9,1.918,143.9,8.93972,11.59,0.2024,11.48,0.6192,sample_conc_4p5mgml0000-integrate_subtracted.dat,ok
50.12,247.3,2.808,247.3,8.90481,11.88,0.2419,11.7,0.6086,sample_conc_9mgml0000-integrate_subtracted.dat,ok
51.23,7383.0,41.32,7382.0,12.3044,13.38,0.08319,13.28,0.7442,sample_cph10000-integrate_subtracted.dat,ok
51.58,7420.0,78.61,7419.0,11.3655,13.31,0.1816,13.21,0.7562,sample_cph1_10000-integrate_subtracted.dat,ok
43.92,7212.0,39.71,7211.0,12.8104,12.76,0.06764,12.67,0.7364,sample_cph1_20000-integrate_subtracted.dat,ok
101.55,17310.0,185.7,17300.0,17.5436,21.47,0.4205,21.25,0.673,sample_cph1_pfr0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_cph1_pfr10000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_cph1_pfr20000-integrate_subtracted.dat,autorg_failed
83.03,33860.0,80.98,33860.0,20.0557,22.88,0.05693,22.73,0.6936,sample_cph1_pr0000-integrate_subtracted.dat,ok
61.49,4077.0,34.28,4076.0,12.1807,14.18,0.2175,14.06,0.6988,sample_cwc22_20mg_150mM_20degC0000-integrate_subtracted.dat,ok
47.46,4698.0,10.75,4697.0,12.7021,13.65,0.03517,13.54,0.6979,sample_cwc22_20mg_150mM_30degC0000-integrate_subtracted.dat,ok
4.12,50.49,0.06418,50.49,1.36505,1.358,0.002339,1.358,0.7519,sample_cytc_high0000-integrate_subtracted.dat,ok
3.43,98.64,0.08534,98.64,1.2803,1.31,0.0009368,1.311,0.6165,sample_cytc_highest0000-integrate_subtracted.dat,ok
3.67,14.46,0.06697,14.46,1.28768,1.264,0.007167,1.264,0.8915,sample_cytc_low0000-integrate_subtracted.dat,ok
3.45,26.08,0.04889,26.08,1.34259,1.286,0.002611,1.286,0.848,sample_cytc_med0000-integrate_subtracted.dat,ok
8.18,0.006411,7.785e-05,0.006411,2.37247,2.368,0.04597,2.368,0.6546,sample_d10000-integrate_subtracted.dat,ok
28.27,0.0156,0.000698,0.0156,11.8143,10.64,0.2318,10.63,0.8853,sample_d20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_dGSN_D0000-integrate_subtracted.dat,autorg_failed
12.43,58.14,0.1184,58.14,3.62656,3.737,0.01199,3.735,0.7238,sample_dGSN_H0000-integrate_subtracted.dat,ok
6.48,0.005798,6.545e-05,0.005798,2.3249,2.31,0.02416,2.31,0.6558,sample_dOG_100000-integrate_subtracted.dat,ok
9.19,0.01544,0.0001375,0.01544,2.61819,2.579,0.04001,2.579,0.6628,sample_dOG_120000-integrate_subtracted.dat,ok
9.37,0.02572,0.000121,0.02572,2.65771,2.681,0.02026,2.681,0.7459,sample_dOG_140000-integrate_subtracted.dat,ok
10.79,0.0367,0.0001566,0.0367,2.81337,2.869,0.02485,2.868,0.7332,sample_dOG_160000-integrate_subtracted.dat,ok
11.87,0.05099,0.0001294,0.05099,2.93832,3.036,0.01764,3.035,0.7217,sample_dOG_180000-integrate_subtracted.dat,ok
11.83,0.06258,0.0001966,0.06258,3.02395,3.112,0.02053,3.11,0.7374,sample_dOG_200000-integrate_subtracted.dat,ok
11.47,0.07775,0.0002154,0.07775,3.10287,3.193,0.01582,3.191,0.6735,sample_dOG_220000-integrate_subtracted.dat,ok
14.63,0.09301,0.0002079,0.09301,3.22294,3.386,0.02468,3.383,0.6806,sample_dOG_240000-integrate_subtracted.dat,ok
18.74,0.1187,0.0003353,0.1187,3.28318,3.446,0.04582,3.444,0.6584,sample_dOG_260000-integrate_subtracted.dat,ok
11.76,0.1362,0.0002302,0.1362,3.37507,3.462,0.009985,3.46,0.6375,sample_dOG_280000-integrate_subtracted.dat,ok
20.39,0.1456,0.0005764,0.1456,3.44763,3.621,0.06791,3.618,0.6827,sample_dOG_300000-integrate_subtracted.dat,ok
15.25,0.1645,0.0003319,0.1645,3.47491,3.731,0.0185,3.726,0.6707,sample_dOG_320000-integrate_subtracted.dat,ok
11.89,0.1816,0.0002847,0.1816,3.53857,3.627,0.008811,3.624,0.6842,sample_dOG_340000-integrate_subtracted.dat,ok
16.03,0.2047,0.0004852,0.2046,3.53196,3.846,0.0235,3.841,0.6031,sample_dOG_360000-integrate_subtracted.dat,ok
,,,,,,,,,sample_dOG_40000-integrate_subtracted.dat,autorg_failed
4.67,0.0009059,4.19e-05,0.0009059,1.00096,1.61,0.09983,1.609,0.567,sample_dOG_60000-integrate_subtracted.dat,ok
4.01,0.001953,3.286e-05,0.001953,1.85709,1.744,0.01791,1.744,0.5243,sample_dOG_80000-integrate_subtracted.dat,ok
9.96,-1.174,0.0978,0.0,1.65834,6.687,0.1257,0.0,0.2971,sample_dd0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_dmpc_20mgml0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_dmpc_20mgml_00020000-integrate_subtracted.dat,autorg_failed
5.88,122.6,0.2038,122.6,2.19516,1.865,0.00381,1.864,0.5526,sample_dsDNA_ph4p50000-integrate_subtracted.dat,ok
12.63,161.3,0.3842,161.3,2.14896,2.658,0.02188,2.651,0.6562,sample_dsDNA_ph50000-integrate_subtracted.dat,ok
7.56,147.3,0.2936,147.3,2.20413,2.217,0.006935,2.216,0.7292,sample_dsDNA_ph5p250000-integrate_subtracted.dat,ok
13.99,170.2,0.4584,170.2,2.34673,2.661,0.03004,2.652,0.654,sample_dsDNA_ph5p50000-integrate_subtracted.dat,ok
6.0,136.6,0.1883,136.6,1.98481,1.861,0.003298,1.86,0.5497,sample_dsDNA_ph5p750000-integrate_subtracted.dat,ok
13.13,148.9,0.4828,148.9,2.24911,2.527,0.03247,2.522,0.6801,sample_dsDNA_ph60000-integrate_subtracted.dat,ok
13.13,195.5,0.3828,195.5,2.86224,3.022,0.01589,3.015,0.6874,sample_dsDNA_ph6p50000-integrate_subtracted.dat,ok
6.73,137.5,0.2249,137.5,2.16976,2.193,0.004596,2.192,0.7454,sample_dsDNA_ph70000-integrate_subtracted.dat,ok
24.04,0.07606,0.0009104,0.07605,9.3269,8.364,0.06613,8.322,0.7895,sample_e10000-integrate_subtracted.dat,ok
25.03,0.07188,0.001244,0.07187,9.62414,8.698,0.1034,8.655,0.8091,sample_e20000-integrate_subtracted.dat,ok
29.47,0.1175,0.002344,0.1175,11.3283,10.2,0.1228,10.14,0.7993,sample_e30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_e50000-integrate_subtracted.dat,autorg_failed
39.88,0.1211,0.003518,0.1211,10.3906,13.8,0.2127,13.76,0.8889,sample_f10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_f20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_f30000-integrate_subtracted.dat,autorg_failed
10.32,21.38,0.133,21.38,3.96845,3.81,0.01983,3.811,0.8684,sample_ferritin_00170000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ferritin_00340000-integrate_subtracted.dat,autorg_failed
14.25,100.5,0.3147,100.5,4.17851,4.125,0.01938,4.121,0.7521,sample_ferritin_00680000-integrate_subtracted.dat,ok
12.69,201.6,0.5445,201.6,4.0925,3.988,0.01298,3.987,0.8296,sample_ferritin_01250000-integrate_subtracted.dat,ok
20.42,439.3,0.7011,439.3,4.08421,4.43,0.01983,4.412,0.6822,sample_ferritin_0250000-integrate_subtracted.dat,ok
17.54,913.9,1.669,913.9,4.15621,4.312,0.01689,4.301,0.6999,sample_ferritin_050000-integrate_subtracted.dat,ok
23.48,1862.0,2.44,1862.0,4.07907,4.477,0.02202,4.454,0.6361,sample_ferritin_10000-integrate_subtracted.dat,ok
23.0,3709.0,3.815,3709.0,4.18231,4.421,0.01606,4.4,0.6934,sample_ferritin_20000-integrate_subtracted.dat,ok
14.24,56.44,0.2579,56.44,4.78318,4.702,0.02139,4.698,0.8339,sample_flnc_0p770000-integrate_subtracted.dat,ok
20.18,313.6,0.6751,313.6,6.40836,6.492,0.01707,6.485,0.8929,sample_flnc_1p740000-integrate_subtracted.dat,ok
28.14,1676.0,2.922,1676.0,7.39985,7.571,0.02018,7.557,0.8464,sample_flnc_4p540000-integrate_subtracted.dat,ok
33.11,2621.0,4.343,2621.0,7.91016,8.339,0.02614,8.304,0.7371,sample_flnc_6p030000-integrate_subtracted.dat,ok
34.05,2555.0,4.873,2555.0,7.95863,8.328,0.03226,8.289,0.6106,sample_flnc_7p1_lowVol0000-integrate_subtracted.dat,ok
21.81,267.8,0.718,267.8,6.97979,6.952,0.02071,6.944,0.8941,sample_flnc_aggr0000-integrate_subtracted.dat,ok
24.23,0.04825,0.0009192,0.04824,8.98427,8.479,0.09187,8.426,0.7976,sample_g10000-integrate_subtracted.dat,ok
48.47,0.1016,0.006224,0.1016,8.31403,14.98,0.6339,14.91,0.8638,sample_g20000-integrate_subtracted.dat,ok
27.24,0.01656,0.0007704,0.01656,8.78439,9.666,0.277,9.633,0.8733,sample_g30000-integrate_subtracted.dat,ok
25.32,0.03333,0.001428,0.03333,9.209,9.54,0.2103,9.53,0.8922,sample_g40000-integrate_subtracted.dat,ok
31.72,731.7,3.469,731.6,9.92169,9.925,0.04547,9.888,0.8663,sample_gfptir_dim_1pt20000-integrate_subtracted.dat,ok
30.29,743.5,3.107,743.4,9.76786,9.588,0.03404,9.558,0.8645,sample_gfptir_dim_2pt00000-integrate_subtracted.dat,ok
35.68,1163.0,5.038,1163.0,9.90837,10.14,0.04562,10.1,0.8202,sample_gfptir_dim_3pt00000-integrate_subtracted.dat,ok
38.77,2543.0,13.91,2542.0,10.3377,10.8,0.0687,10.74,0.7559,sample_gfptir_dim_5pt00000-integrate_subtracted.dat,ok
25.33,168.2,0.7382,168.2,8.16938,8.222,0.03388,8.186,0.8761,sample_gfptir_mon_0pt90000-integrate_subtracted.dat,ok
30.2,715.8,2.832,715.7,8.9106,9.01,0.03777,8.97,0.8447,sample_gfptir_mon_1pt50000-integrate_subtracted.dat,ok
29.54,887.1,2.83,887.0,8.89391,9.049,0.03024,9.006,0.8509,sample_gfptir_mon_3pt30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_gquad_pH4p820000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_h10000-integrate_subtracted.dat,autorg_failed
22.65,0.01153,0.0004821,0.01152,9.32651,8.353,0.1844,8.341,0.8801,sample_h20000-integrate_subtracted.dat,ok
29.58,0.03368,0.001063,0.03368,10.7932,10.75,0.176,10.73,0.8975,sample_h30000-integrate_subtracted.dat,ok
,,,,,,,,,sample_h40000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_hGSN_D0000-integrate_subtracted.dat,autorg_failed
9.2,73.78,0.09496,73.78,3.31781,3.278,0.003799,3.278,0.6056,sample_hGSN_H0000-integrate_subtracted.dat,ok
54.84,4252.0,21.92,4251.0,14.0125,15.6,0.0756,15.48,0.7529,sample_hN0Pfl0000-integrate_subtracted.dat,ok
54.83,1857.0,15.32,1857.0,12.882,14.53,0.1569,14.41,0.7423,sample_hN0Pfld20000-integrate_subtracted.dat,ok
48.06,819.3,3.781,819.1,12.0562,13.32,0.07685,13.2,0.7172,sample_hN0Pfld40000-integrate_subtracted.dat,ok
10.9,0.01787,0.0001221,0.01787,2.78511,2.832,0.04357,2.831,0.7339,sample_hOG_100000-integrate_subtracted.dat,ok
20.67,0.7702,0.00107,0.7702,4.00311,4.831,0.01758,4.813,0.6127,sample_hOG_1000000-integrate_subtracted.dat,ok
11.87,0.03389,0.000225,0.03389,3.03574,3.128,0.04376,3.126,0.7307,sample_hOG_120000-integrate_subtracted.dat,ok
16.92,0.05027,0.000316,0.05027,3.22271,3.513,0.08089,3.508,0.633,sample_hOG_140000-integrate_subtracted.dat,ok
13.62,0.06922,0.0002196,0.06922,3.43084,3.577,0.02487,3.574,0.7007,sample_hOG_160000-integrate_subtracted.dat,ok
12.12,0.09066,0.0002586,0.09066,3.6501,3.663,0.01638,3.66,0.6809,sample_hOG_180000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hOG_20000-integrate_subtracted.dat,autorg_failed
21.03,0.1164,0.0005371,0.1164,3.79636,4.237,0.07819,4.224,0.6405,sample_hOG_200000-integrate_subtracted.dat,ok
7.26,0.005517,7.224e-05,0.005517,2.41179,2.407,0.04021,2.407,0.59,sample_hOG_80000-integrate_subtracted.dat,ok
23.76,0.7159,0.001556,0.7159,4.35531,5.107,0.03805,5.087,0.6652,sample_hOG_800000-integrate_subtracted.dat,ok
21.18,0.7232,0.001462,0.7232,4.16138,4.98,0.02722,4.963,0.6726,sample_hOG_850000-integrate_subtracted.dat,ok
24.92,0.7461,0.001801,0.7461,4.56307,4.953,0.04807,4.935,0.669,sample_hOG_900000-integrate_subtracted.dat,ok
20.9,0.7632,0.001036,0.7631,4.65792,4.87,0.0188,4.853,0.6082,sample_hOG_950000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hOG_H2O_1p750000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_hOG_H2O_2p330000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_hOG_H2O_2p920000-integrate_subtracted.dat,autorg_failed
7.76,0.0003848,5.415e-05,0.0003848,1.95742,1.181,0.7728,1.179,0.5197,sample_hOG_H2O_4p10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hOG_H2O_4p690000-integrate_subtracted.dat,autorg_failed
5.52,0.0007771,5.952e-05,0.0007771,1.00426,1.495,0.3028,1.494,0.5641,sample_hOG_H2O_5p260000-integrate_subtracted.dat,ok
5.76,0.0009264,4.391e-05,0.0009264,1.03155,1.719,0.148,1.718,0.5313,sample_hOG_H2O_5p850000-integrate_subtracted.dat,ok
5.56,0.001158,6.713e-05,0.001158,1.00353,1.886,0.1477,1.885,0.5348,sample_hOG_H2O_6p140000-integrate_subtracted.dat,ok
5.46,0.00156,3.828e-05,0.00156,1.91683,2.042,0.05833,2.042,0.6236,sample_hOG_H2O_6p430000-integrate_subtracted.dat,ok
13.29,0.002591,0.0001455,0.002591,2.29587,2.231,0.6811,2.234,0.5684,sample_hOG_H2O_7p310000-integrate_subtracted.dat,ok
9.05,0.003014,8.561e-05,0.003014,2.17996,2.238,0.1803,2.238,0.5801,sample_hOG_H2O_7p60000-integrate_subtracted.dat,ok
11.84,0.00536,0.0001402,0.00536,2.38379,2.21,0.271,2.212,0.6393,sample_hOG_H2O_8p190000-integrate_subtracted.dat,ok
10.1,0.006066,9.185e-05,0.006066,2.42498,2.479,0.1017,2.479,0.6555,sample_hOG_H2O_8p770000-integrate_subtracted.dat,ok
19.37,46.25,0.7377,46.24,6.83456,6.757,0.08614,6.741,0.8725,sample_hUMPS_0p490000-integrate_subtracted.dat,ok
10.94,28.97,0.285,28.97,4.05859,3.926,0.03218,3.924,0.8407,sample_hUMPS_0p520000-integrate_subtracted.dat,ok
10.15,22.23,0.2487,22.23,3.59655,3.548,0.0434,3.547,0.8773,sample_hUMPS_0p570000-integrate_subtracted.dat,ok
9.24,14.46,0.1655,14.46,3.21468,3.053,0.03829,3.051,0.8752,sample_hUMPS_0p57_00020000-integrate_subtracted.dat,ok
18.64,87.64,0.6344,87.64,6.9111,6.604,0.03311,6.596,0.895,sample_hUMPS_0p980000-integrate_subtracted.dat,ok
12.18,60.75,0.5038,60.75,4.09472,4.01,0.03941,4.007,0.8227,sample_hUMPS_1p040000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hUMPS_1p10000-integrate_subtracted.dat,autorg_failed
9.49,44.23,0.202,44.23,3.69081,3.481,0.01398,3.481,0.9052,sample_hUMPS_1p150000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hUMPS_1p50000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_hUMPS_1p950000-integrate_subtracted.dat,autorg_failed
11.98,115.5,0.5568,115.5,4.20224,4.049,0.02032,4.047,0.8995,sample_hUMPS_2p080000-integrate_subtracted.dat,ok
11.15,89.98,0.3413,89.98,3.74504,3.685,0.01639,3.683,0.8791,sample_hUMPS_2p30000-integrate_subtracted.dat,ok
9.33,60.92,0.2824,60.92,3.29299,3.145,0.01369,3.144,0.9028,sample_hUMPS_2p3_00020000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hUMPS_30000-integrate_subtracted.dat,autorg_failed
22.6,458.8,1.806,458.8,7.47281,7.463,0.02349,7.439,0.8867,sample_hUMPS_3p90000-integrate_subtracted.dat,ok
13.76,251.9,0.8151,251.9,4.31756,4.307,0.01832,4.3,0.8311,sample_hUMPS_4p170000-integrate_subtracted.dat,ok
12.15,217.3,0.7191,217.3,3.95609,3.817,0.01575,3.813,0.8718,sample_hUMPS_4p60000-integrate_subtracted.dat,ok
10.46,120.0,0.4053,120.0,3.34805,3.342,0.01265,3.339,0.8792,sample_hUMPS_4p6_00020000-integrate_subtracted.dat,ok
,,,,,,,,,sample_hUMPS_60000-integrate_subtracted.dat,autorg_failed
5.66,8.057,0.06922,8.057,2.6077,2.307,0.0143,2.306,0.1876,sample_hnRNPA2_LCD0000-integrate_subtracted.dat,ok
9.39,11.47,0.1357,11.47,2.41002,2.636,0.05909,2.634,0.5931,sample_hnRNPA2_LCD_pH_110000-integrate_subtracted.dat,ok
3.21,5.84,0.04343,5.84,1.43751,1.132,0.0102,1.132,0.1836,sample_hnRNPA2_LCD_pH_70000-integrate_subtracted.dat,ok
11.11,389.1,0.4046,389.1,2.95589,3.023,0.006251,3.022,0.7335,sample_hu_D209N0000-integrate_subtracted.dat,ok
10.82,235.9,0.178,235.9,2.90914,2.984,0.004593,2.983,0.7847,sample_hu_D209N_00020000-integrate_subtracted.dat,ok
12.57,389.3,0.429,389.3,3.01799,3.181,0.007993,3.179,0.7068,sample_hu_WT0000-integrate_subtracted.dat,ok
8.53,206.9,0.2711,206.9,2.99121,2.96,0.003814,2.96,0.7982,sample_hu_WT_00020000-integrate_subtracted.dat,ok
12.77,342.7,0.2684,342.7,2.82901,2.987,0.00624,2.985,0.6985,sample_human_D209N_M1P0000-integrate_subtracted.dat,ok
8.47,302.7,0.1347,302.7,2.77412,2.794,0.001539,2.794,0.7917,sample_human_D209N_apo0000-integrate_subtracted.dat,ok
10.65,338.0,0.2391,338.0,2.84733,2.915,0.003681,2.914,0.6978,sample_human_D209N_g16bp0000-integrate_subtracted.dat,ok
14.53,302.5,0.3872,302.5,2.89834,3.172,0.01146,3.168,0.6782,sample_human_WT_M1P0000-integrate_subtracted.dat,ok
8.47,248.2,0.1134,248.2,2.77429,2.761,0.001657,2.761,0.7092,sample_human_WT_apo0000-integrate_subtracted.dat,ok
7.53,261.7,0.1464,261.7,2.71298,2.691,0.001238,2.691,0.6093,sample_human_WT_g16biP0000-integrate_subtracted.dat,ok
11.73,300.3,0.3377,300.3,2.90403,3.089,0.007186,3.087,0.7233,sample_human_WT_g16bp0000-integrate_subtracted.dat,ok
50.83,0.0721,0.005687,0.0721,9.32313,17.87,0.5869,17.86,0.9063,sample_i10000-integrate_subtracted.dat,ok
42.14,0.01617,0.002148,0.01618,10.4354,16.5,0.6719,16.57,0.8332,sample_i20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_i30000-integrate_subtracted.dat,autorg_failed
10.44,0.01294,0.0001594,0.01294,2.65033,2.826,0.07245,2.826,0.7466,sample_j10000-integrate_subtracted.dat,ok
32.7,0.01348,0.001566,0.01348,8.25439,11.47,1.082,11.38,0.6094,sample_j20000-integrate_subtracted.dat,ok
,,,,,,,,,sample_j30000-integrate_subtracted.dat,autorg_failed
37.05,0.7668,0.009587,0.7668,11.7677,12.37,0.09415,12.34,0.8718,sample_k10000-integrate_subtracted.dat,ok
8.36,23.02,0.1312,23.02,2.83605,2.818,0.01725,2.817,0.8649,sample_k102_0N_1p390000-integrate_subtracted.dat,ok
8.4,35.97,0.1334,35.97,2.94566,2.878,0.009195,2.877,0.8555,sample_k102_0N_2p050000-integrate_subtracted.dat,ok
9.27,51.6,0.2452,51.6,2.98226,2.993,0.01555,2.991,0.7972,sample_k102_0N_2p770000-integrate_subtracted.dat,ok
8.1,46.47,0.1777,46.47,2.80942,2.788,0.009922,2.788,0.8908,sample_k102_0N_2p780000-integrate_subtracted.dat,ok
9.93,24.4,0.192,24.4,3.85114,3.425,0.02464,3.422,0.7687,sample_k102_100N_1p260000-integrate_subtracted.dat,ok
10.6,36.49,0.299,36.49,3.71648,3.53,0.02819,3.526,0.8097,sample_k102_100N_1p860000-integrate_subtracted.dat,ok
11.31,48.5,0.2644,48.49,3.75979,3.679,0.02308,3.673,0.7518,sample_k102_100N_2p520000-integrate_subtracted.dat,ok
10.13,28.78,0.2778,28.78,3.96911,3.526,0.0242,3.523,0.8585,sample_k102_150N_1p560000-integrate_subtracted.dat,ok
10.75,41.32,0.2334,41.32,3.67119,3.614,0.01939,3.61,0.8353,sample_k102_150N_2p300000-integrate_subtracted.dat,ok
12.95,56.03,0.265,56.03,3.70927,3.861,0.02661,3.853,0.7499,sample_k102_150N_3p110000-integrate_subtracted.dat,ok
9.45,24.45,0.2083,24.45,3.52889,3.321,0.02272,3.319,0.882,sample_k102_50N_1p480000-integrate_subtracted.dat,ok
,,,,,,,,,sample_k102_50N_1p48_t370000-integrate_subtracted.dat,autorg_failed
9.03,23.23,0.1854,23.23,3.34998,3.183,0.01923,3.181,0.8541,sample_k102_50N_1p48_t500000-integrate_subtracted.dat,ok
17.1,43.43,0.4361,43.43,3.61867,4.019,0.1017,4.002,0.6764,sample_k102_50N_2p180000-integrate_subtracted.dat,ok
