Dmax,I0_real,I0_real_err,I0_recip,Rg_autorg,Rg_real,Rg_real_err,Rg_recip,estimate,file,status
6.09,36.43,0.08186,36.43,1.94969,1.971,0.006345,1.97,0.7331,sample_EH1_00030000-integrate_subtracted.dat,ok
4.13,5.649,0.05326,5.649,1.51609,1.485,0.0171,1.485,0.8382,sample_EH20000-integrate_subtracted.dat,ok
9.47,14.68,0.1319,14.68,2.94054,2.957,0.03479,2.953,0.6635,sample_EH2130000-integrate_subtracted.dat,ok
9.54,28.4,0.1225,28.4,3.07545,3.109,0.01614,3.105,0.7605,sample_EH213_00020000-integrate_subtracted.dat,ok
9.09,41.63,0.2324,41.63,3.02926,3.046,0.01846,3.044,0.7483,sample_EH213_00030000-integrate_subtracted.dat,ok
9.49,56.34,0.1769,56.34,3.09078,3.154,0.01195,3.151,0.7792,sample_EH213_00040000-integrate_subtracted.dat,ok
9.64,86.93,0.1682,86.93,3.13845,3.171,0.006177,3.168,0.8017,sample_EH213_00050000-integrate_subtracted.dat,ok
6.37,9.773,0.09551,9.773,1.97557,2.041,0.02364,2.04,0.7016,sample_EH230000-integrate_subtracted.dat,ok
6.24,13.2,0.1125,13.2,2.58209,2.452,0.01464,2.453,0.8288,sample_EH2310000-integrate_subtracted.dat,ok
8.32,28.13,0.1269,28.13,2.67901,2.672,0.01264,2.671,0.8642,sample_EH231_00020000-integrate_subtracted.dat,ok
8.81,43.8,0.1822,43.8,2.70967,2.744,0.01633,2.743,0.8402,sample_EH231_00030000-integrate_subtracted.dat,ok
8.13,58.34,0.1218,58.34,2.70912,2.731,0.006092,2.73,0.883,sample_EH231_00040000-integrate_subtracted.dat,ok
8.54,88.65,0.1729,88.65,2.78099,2.799,0.006736,2.798,0.8252,sample_EH231_00050000-integrate_subtracted.dat,ok
5.71,17.13,0.107,17.13,2.07525,2.059,0.01033,2.059,0.8612,sample_EH23_00020000-integrate_subtracted.dat,ok
6.04,26.77,0.08838,26.77,2.13888,2.122,0.007666,2.122,0.8695,sample_EH23_00030000-integrate_subtracted.dat,ok
6.49,35.35,0.08602,35.35,2.18148,2.208,0.00551,2.207,0.8672,sample_EH23_00040000-integrate_subtracted.dat,ok
6.34,48.92,0.08695,48.92,2.18546,2.206,0.00452,2.206,0.8455,sample_EH23_00050000-integrate_subtracted.dat,ok
4.1,11.25,0.07105,11.25,1.47929,1.466,0.009633,1.466,0.7507,sample_EH2_00020000-integrate_subtracted.dat,ok
3.74,15.91,0.05116,15.91,1.49685,1.427,0.004246,1.427,0.7556,sample_EH2_00030000-integrate_subtracted.dat,ok
4.38,21.65,0.06544,21.65,1.51073,1.486,0.006391,1.486,0.7506,sample_EH2_00040000-integrate_subtracted.dat,ok
5.41,31.42,0.09363,31.42,1.59086,1.606,0.008217,1.605,0.7808,sample_EH2_00050000-integrate_subtracted.dat,ok
4.88,32.97,0.07304,32.97,1.64011,1.617,0.004377,1.617,0.6524,sample_EH30000-integrate_subtracted.dat,ok
7.74,13.82,0.1076,13.82,2.81456,2.689,0.01855,2.688,0.8497,sample_EH3120000-integrate_subtracted.dat,ok
9.24,29.58,0.1168,29.58,3.00877,3.011,0.01223,3.008,0.7737,sample_EH312_00020000-integrate_subtracted.dat,ok
9.13,42.66,0.1293,42.66,3.04304,3.048,0.009001,3.046,0.8276,sample_EH312_00030000-integrate_subtracted.dat,ok
10.36,58.76,0.1238,58.76,3.09055,3.185,0.009366,3.182,0.7338,sample_EH312_00040000-integrate_subtracted.dat,ok
10.05,92.7,0.2211,92.7,3.06975,3.163,0.009134,3.159,0.7967,sample_EH312_00050000-integrate_subtracted.dat,ok
8.26,14.44,0.1464,14.44,2.7302,2.658,0.03092,2.658,0.894,sample_EH3210000-integrate_subtracted.dat,ok
9.01,30.04,0.1293,30.04,2.77375,2.866,0.01632,2.864,0.8221,sample_EH321_00020000-integrate_subtracted.dat,ok
9.69,46.44,0.2207,46.44,2.81289,2.956,0.01894,2.953,0.8028,sample_EH321_00030000-integrate_subtracted.dat,ok
9.28,64.11,0.1318,64.11,2.87571,2.909,0.008418,2.907,0.8569,sample_EH321_00040000-integrate_subtracted.dat,ok
10.63,103.9,0.3195,103.9,3.02736,3.096,0.01405,3.092,0.8074,sample_EH321_00050000-integrate_subtracted.dat,ok
4.79,21.19,0.06654,21.19,1.53407,1.545,0.007184,1.545,0.7403,sample_EH3_00020000-integrate_subtracted.dat,ok
4.01,16.56,0.06097,16.56,1.49873,1.449,0.005434,1.449,0.7858,sample_EH3_00030000-integrate_subtracted.dat,ok
3.69,11.37,0.05371,11.37,1.47535,1.42,0.00718,1.42,0.7701,sample_EH3_00040000-integrate_subtracted.dat,ok
4.3,6.322,0.04722,6.322,1.44678,1.46,0.01672,1.46,0.6243,sample_EH3_00050000-integrate_subtracted.dat,ok
31.29,50.71,1.197,50.7,8.35094,9.272,0.2546,9.19,0.6866,sample_EHcoil0000-integrate_subtracted.dat,ok
38.16,107.7,3.339,107.7,8.73442,9.549,0.4758,9.484,0.6896,sample_EHcoil_00020000-integrate_subtracted.dat,ok
37.56,158.2,2.731,158.2,8.57438,10.11,0.1982,10.02,0.6591,sample_EHcoil_00030000-integrate_subtracted.dat,ok
35.13,212.3,2.811,212.3,8.59786,9.759,0.1504,9.674,0.6854,sample_EHcoil_00040000-integrate_subtracted.dat,ok
41.44,319.1,4.751,319.0,8.6975,9.806,0.2862,9.742,0.6919,sample_EHcoil_00050000-integrate_subtracted.dat,ok
28.48,357.7,1.013,357.7,8.37926,8.448,0.0305,8.419,0.8159,sample_EID1_1pt250000-integrate_subtracted.dat,ok
27.44,688.9,1.83,688.9,8.44175,8.328,0.02586,8.303,0.8281,sample_EID1_2pt50000-integrate_subtracted.dat,ok
32.36,1401.0,3.131,1400.0,8.16949,8.522,0.0307,8.483,0.7579,sample_EID1_50000-integrate_subtracted.dat,ok
37.96,0.08062,0.001811,0.0806,12.3599,12.87,0.1794,12.79,0.8059,sample_EK10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK100000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK110000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK120000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK130000-integrate_subtracted.dat,autorg_failed
28.14,0.2342,0.0008175,0.2342,8.39282,8.921,0.02398,8.891,0.5872,sample_EK140000-integrate_subtracted.dat,ok
27.64,0.4462,0.0009059,0.4461,8.1329,8.81,0.01281,8.781,0.5821,sample_EK150000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK160000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK170000-integrate_subtracted.dat,autorg_failed
16.87,0.226,0.000355,0.226,7.93811,6.45,0.004456,6.451,0.5674,sample_EK180000-integrate_subtracted.dat,ok
42.02,0.2069,0.004448,0.2069,11.4238,13.07,0.2295,12.97,0.7581,sample_EK190000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK20000-integrate_subtracted.dat,autorg_failed
36.15,0.1789,0.00225,0.1789,12.3874,11.75,0.114,11.68,0.7932,sample_EK200000-integrate_subtracted.dat,ok
36.31,0.1816,0.003349,0.1816,10.9316,11.59,0.1679,11.51,0.7965,sample_EK210000-integrate_subtracted.dat,ok
40.86,0.1686,0.003327,0.1685,10.8269,12.8,0.1968,12.69,0.7513,sample_EK220000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK230000-integrate_subtracted.dat,autorg_failed
38.88,0.1988,0.001948,0.1987,11.7239,12.42,0.08875,12.34,0.7674,sample_EK240000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK250000-integrate_subtracted.dat,autorg_failed
38.28,0.1714,0.002929,0.1714,11.2941,12.42,0.1562,12.32,0.7874,sample_EK260000-integrate_subtracted.dat,ok
42.07,0.2186,0.00329,0.2186,12.2699,13.37,0.1532,13.26,0.7603,sample_EK270000-integrate_subtracted.dat,ok
24.56,0.01162,0.0003579,0.01162,12.1876,7.913,0.2106,7.838,0.7251,sample_EK280000-integrate_subtracted.dat,ok
24.3,0.02502,0.0004551,0.02501,9.62863,7.49,0.1463,7.424,0.7664,sample_EK290000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK30000-integrate_subtracted.dat,autorg_failed
26.36,0.03148,0.0006302,0.03148,13.0818,8.386,0.1415,8.309,0.7321,sample_EK300000-integrate_subtracted.dat,ok
35.28,0.04228,0.001362,0.04227,12.3001,11.2,0.2783,11.1,0.5411,sample_EK310000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK320000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK330000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK340000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK350000-integrate_subtracted.dat,autorg_failed
9.68,0.007686,0.0001398,0.007686,4.10846,3.446,0.04463,3.444,0.8419,sample_EK360000-integrate_subtracted.dat,ok
46.38,0.297,0.005907,0.297,7.72266,9.276,0.476,9.182,0.6679,sample_EK370000-integrate_subtracted.dat,ok
14.57,0.04502,0.0002111,0.04502,4.81682,4.665,0.02317,4.65,0.6926,sample_EK380000-integrate_subtracted.dat,ok
48.88,0.1886,0.009837,0.1886,10.2783,16.15,0.5356,16.03,0.6162,sample_EK390000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK40000-integrate_subtracted.dat,autorg_failed
15.14,0.05237,0.0003246,0.05237,4.62323,4.712,0.0319,4.698,0.7431,sample_EK400000-integrate_subtracted.dat,ok
13.61,0.03763,0.0001823,0.03763,4.07637,4.127,0.02697,4.12,0.7641,sample_EK410000-integrate_subtracted.dat,ok
8.78,0.1002,0.0001488,0.1002,4.25677,3.465,0.002215,3.467,0.6011,sample_EK420000-integrate_subtracted.dat,ok
8.84,0.1446,0.0001687,0.1446,4.32662,3.479,0.001926,3.481,0.6038,sample_EK430000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK440000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK450000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK460000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK470000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK480000-integrate_subtracted.dat,autorg_failed
12.19,0.01096,0.0001119,0.01096,6.05185,4.513,0.02234,4.513,0.578,sample_EK490000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK50000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK500000-integrate_subtracted.dat,autorg_failed
16.62,0.006413,0.0002518,0.006413,4.06368,4.709,0.3387,4.68,0.6165,sample_EK510000-integrate_subtracted.dat,ok
63.09,0.03213,0.003537,0.03213,11.3904,16.96,1.787,16.89,0.6614,sample_EK520000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK530000-integrate_subtracted.dat,autorg_failed
15.33,0.01684,0.0001728,0.01684,7.09943,5.388,0.04252,5.378,0.765,sample_EK540000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK550000-integrate_subtracted.dat,autorg_failed
25.79,0.1385,0.001254,0.1385,10.7508,8.444,0.06113,8.387,0.7744,sample_EK560000-integrate_subtracted.dat,ok
15.06,0.08956,0.0002608,0.08956,4.55815,4.756,0.01642,4.744,0.7968,sample_EK570000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK580000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK590000-integrate_subtracted.dat,autorg_failed
31.27,0.0616,0.001714,0.06159,11.4698,10.66,0.1875,10.61,0.8421,sample_EK60000-integrate_subtracted.dat,ok
22.16,0.03083,0.0005893,0.03082,8.36633,7.767,0.09404,7.736,0.8496,sample_EK600000-integrate_subtracted.dat,ok
23.91,0.06197,0.0006768,0.06196,8.86847,8.146,0.07049,8.1,0.8179,sample_EK610000-integrate_subtracted.dat,ok
23.28,0.09081,0.000626,0.0908,6.60616,7.29,0.04869,7.242,0.7696,sample_EK620000-integrate_subtracted.dat,ok
24.9,0.2086,0.001562,0.2086,7.22504,7.698,0.06191,7.648,0.7671,sample_EK630000-integrate_subtracted.dat,ok
31.69,0.08579,0.001121,0.08577,10.0226,10.17,0.1023,10.09,0.7727,sample_EK640000-integrate_subtracted.dat,ok
20.62,0.0348,0.0003993,0.0348,7.30683,7.006,0.06562,6.982,0.7851,sample_EK660000-integrate_subtracted.dat,ok
26.19,0.07705,0.0008602,0.07703,7.49925,7.656,0.1016,7.602,0.7511,sample_EK670000-integrate_subtracted.dat,ok
23.14,0.1002,0.0005213,0.1002,7.85439,7.573,0.03743,7.529,0.7916,sample_EK680000-integrate_subtracted.dat,ok
25.18,0.3653,0.001662,0.3653,7.99522,7.877,0.03747,7.825,0.7434,sample_EK690000-integrate_subtracted.dat,ok
40.94,0.1818,0.002948,0.1817,13.6543,13.34,0.148,13.23,0.7208,sample_EK70000-integrate_subtracted.dat,ok
18.57,0.03147,0.000488,0.03147,6.88554,6.566,0.06182,6.552,0.8686,sample_EK720000-integrate_subtracted.dat,ok
25.68,0.06555,0.0007078,0.06554,7.12095,7.726,0.08479,7.672,0.7451,sample_EK730000-integrate_subtracted.dat,ok
22.2,0.1089,0.000484,0.1089,7.0819,7.2,0.03447,7.162,0.7389,sample_EK740000-integrate_subtracted.dat,ok
20.39,0.2075,0.0008495,0.2075,6.41504,6.661,0.0261,6.637,0.844,sample_EK750000-integrate_subtracted.dat,ok
22.59,0.04037,0.0004757,0.04037,7.71481,7.456,0.06747,7.418,0.8278,sample_EK780000-integrate_subtracted.dat,ok
26.52,0.07323,0.0006746,0.07321,8.15989,8.289,0.06709,8.234,0.7816,sample_EK790000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK80000-integrate_subtracted.dat,autorg_failed
23.18,0.1266,0.0009976,0.1266,7.66471,7.656,0.05354,7.616,0.7272,sample_EK800000-integrate_subtracted.dat,ok
23.15,0.222,0.0006661,0.222,7.28322,7.425,0.02334,7.383,0.8055,sample_EK810000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EK850000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK860000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK870000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK880000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_EK890000-integrate_subtracted.dat,autorg_failed
20.5,0.07738,0.0008684,0.07737,7.00122,6.865,0.06738,6.832,0.8041,sample_EK_700000-integrate_subtracted.dat,ok
19.09,0.06917,0.0005447,0.06916,7.0798,6.578,0.0392,6.555,0.821,sample_EK_710000-integrate_subtracted.dat,ok
23.61,0.2117,0.001746,0.2117,7.49651,7.394,0.06551,7.337,0.6629,sample_EK_770000-integrate_subtracted.dat,ok
23.03,0.07504,0.0008944,0.07503,8.37289,7.825,0.06895,7.778,0.7925,sample_EK_820000-integrate_subtracted.dat,ok
24.87,0.1394,0.0009201,0.1394,8.14621,8.029,0.0518,7.973,0.7574,sample_EK_830000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ELF3_180000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ELF3_250000-integrate_subtracted.dat,autorg_failed
25.11,161.3,2.102,161.3,9.31092,8.507,0.08983,8.454,0.7944,sample_ELF3_320000-integrate_subtracted.dat,ok
16.91,53.35,0.7644,53.35,6.14777,5.576,0.07792,5.555,0.7592,sample_ELF3_380000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ELF3_PRD_Q7_DTT0000-integrate_subtracted.dat,autorg_failed
29.11,465.0,2.943,465.0,9.47856,8.977,0.05951,8.944,0.8467,sample_ELF3_PRD_Q7_GLUT0000-integrate_subtracted.dat,ok
24.45,469.4,2.252,469.4,8.0089,7.87,0.0333,7.852,0.9006,sample_ELF3_PRD_Q7_NITR0000-integrate_subtracted.dat,ok
34.28,477.5,3.231,477.5,8.55114,8.799,0.0823,8.749,0.7445,sample_ELF3_PRD_Q7_STD0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ELF3_PRD_Q7_SUCR0000-integrate_subtracted.dat,autorg_failed
44.84,0.08275,0.00258,0.08273,7.46618,16.54,0.2233,16.46,0.4985,sample_EPLLDOCA0000-integrate_subtracted.dat,ok
49.76,0.02775,0.003212,0.02775,9.19104,16.4,1.114,16.34,0.7253,sample_EPLLDOCA_00020000-integrate_subtracted.dat,ok
43.3,0.01447,0.001573,0.01447,10.0976,15.6,0.8466,15.56,0.7739,sample_EPLLDOCA_00030000-integrate_subtracted.dat,ok
45.15,0.02027,0.001973,0.02027,10.1212,14.67,0.9252,14.61,0.6948,sample_EPLLDOCA_00050000-integrate_subtracted.dat,ok
6.31,0.00141,3.339e-05,0.00141,2.17798,2.227,0.05374,2.226,0.8125,sample_EPLLrifCR00000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ER1_260000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ER1_400000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ER1_500000-integrate_subtracted.dat,autorg_failed
4.03,3.653,0.4624,0.0,2.00112,7.784,0.3988,0.0,0.2728,sample_ES10000-integrate_subtracted.dat,ok
,,,,,,,,,sample_ES20000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_ES30000-integrate_subtracted.dat,autorg_failed
3.68,0.01365,1.563e-05,0.01365,1.18727,0.8935,0.003904,0.8928,0.2847,sample_EStock0000-integrate_subtracted.dat,ok
16.95,160.1,0.5371,160.1,5.05901,5.271,0.02026,5.256,0.8004,sample_EnA10000-integrate_subtracted.dat,ok
9.99,3.477,0.1776,3.477,4.03593,3.648,0.1223,3.647,0.8241,sample_EnA1_01250000-integrate_subtracted.dat,ok
10.88,6.961,0.1292,6.961,4.97143,3.966,0.03795,3.965,0.8537,sample_EnA1_0250000-integrate_subtracted.dat,ok
,,,,,,,,,sample_EnA1_050000-integrate_subtracted.dat,autorg_failed
15.4,34.7,0.3325,34.69,5.26756,4.991,0.03484,4.981,0.8206,sample_EnA1_10000-integrate_subtracted.dat,ok
14.85,69.62,0.3229,69.62,5.04106,4.963,0.02304,4.955,0.8005,sample_EnA1_2_10000-integrate_subtracted.dat,ok
10.16,4.935,0.1449,4.935,4.30541,3.631,0.06502,3.628,0.8284,sample_EnB1_01250000-integrate_subtracted.dat,ok
12.65,16.22,0.242,16.22,5.06051,4.556,0.04288,4.554,0.889,sample_EnB1_0250000-integrate_subtracted.dat,ok
15.4,39.65,0.2985,39.65,5.34815,5.077,0.03277,5.07,0.8699,sample_EnB1_050000-integrate_subtracted.dat,ok
17.87,92.54,0.5748,92.54,5.59113,5.582,0.04137,5.565,0.8278,sample_EnB1_10000-integrate_subtracted.dat,ok
18.61,196.1,0.9288,196.1,5.68539,5.765,0.03236,5.747,0.833,sample_EnB1_20000-integrate_subtracted.dat,ok
22.76,464.7,1.44,464.6,6.15563,6.515,0.02875,6.477,0.7581,sample_EnB1_40000-integrate_subtracted.dat,ok
30.6,299.3,1.632,299.3,5.08666,7.292,0.0792,7.193,0.6274,sample_EnB1_dSH30000-integrate_subtracted.dat,ok
18.06,127.5,0.7202,127.5,5.38921,5.588,0.04137,5.567,0.7678,sample_EnB1_dSH3_00020000-integrate_subtracted.dat,ok
13.15,34.74,0.2886,34.74,4.57243,4.254,0.03855,4.246,0.7773,sample_EnB1_dSH3_00030000-integrate_subtracted.dat,ok
14.88,25.02,0.3291,25.02,5.2174,4.899,0.06299,4.888,0.8321,sample_EnB1_dSH3_00040000-integrate_subtracted.dat,ok
7.74,5.258,0.09339,5.258,3.5665,2.911,0.03084,2.911,0.6522,sample_EnB1_dSH3_00050000-integrate_subtracted.dat,ok
,,,,,,,,,sample_Eps15FL0000-integrate_subtracted.dat,autorg_failed
35.7,144.8,2.182,144.8,11.0661,11.86,0.1208,11.8,0.7884,sample_Eps15FL_00020000-integrate_subtracted.dat,ok
40.31,324.8,3.165,324.8,11.2867,13.05,0.09088,12.98,0.7768,sample_Eps15FL_00030000-integrate_subtracted.dat,ok
49.39,464.2,11.45,464.1,11.9438,14.26,0.3284,14.18,0.7893,sample_Eps15FL_00040000-integrate_subtracted.dat,ok
,,,,,,,,,sample_Eps15FL_00050000-integrate_subtracted.dat,autorg_failed
27.34,47.49,0.8314,47.48,9.9078,9.409,0.11,9.345,0.7549,sample_Eps15IDR0000-integrate_subtracted.dat,ok
31.56,106.4,1.444,106.4,12.9895,10.46,0.1097,10.38,0.7569,sample_Eps15IDR_00020000-integrate_subtracted.dat,ok
39.12,196.0,3.208,196.0,11.674,12.42,0.1474,12.32,0.7131,sample_Eps15IDR_00030000-integrate_subtracted.dat,ok
48.76,282.5,6.269,282.5,12.7599,13.75,0.2882,13.65,0.7124,sample_Eps15IDR_00040000-integrate_subtracted.dat,ok
,,,,,,,,,sample_Eps15IDR_00050000-integrate_subtracted.dat,autorg_failed
16.74,0.3353,0.001062,0.3353,2.96924,3.13,0.04194,3.125,0.672,sample_F00000-integrate_subtracted.dat,ok
17.16,0.3247,0.001114,0.3247,2.94087,3.207,0.04594,3.199,0.6888,sample_F10000-integrate_subtracted.dat,ok
11.36,0.2569,0.0003849,0.2569,2.84969,3.062,0.008346,3.057,0.6996,sample_F100000-integrate_subtracted.dat,ok
16.9,0.2433,0.0005173,0.2433,2.90441,2.773,0.03118,2.786,0.6124,sample_F110000-integrate_subtracted.dat,ok
14.27,0.2731,0.0007293,0.2731,4.13944,4.324,0.01578,4.312,0.7344,sample_F120000-integrate_subtracted.dat,ok
17.25,0.274,0.0008757,0.274,4.79065,5.019,0.02143,4.998,0.7082,sample_F130000-integrate_subtracted.dat,ok
23.99,0.2057,0.00105,0.2057,5.59593,6.095,0.05128,6.049,0.7149,sample_F140000-integrate_subtracted.dat,ok
18.87,0.1363,0.0006109,0.1363,5.80738,5.938,0.03008,5.91,0.7725,sample_F150000-integrate_subtracted.dat,ok
21.66,0.07762,0.0005733,0.07761,6.37253,6.568,0.05689,6.525,0.7374,sample_F160000-integrate_subtracted.dat,ok
10.21,0.006704,0.0001586,0.006704,1.7007,3.411,0.09678,3.399,0.5521,sample_F1V0000-integrate_subtracted.dat,ok
9.04,0.009277,0.0001241,0.009277,1.72307,3.71,0.03123,3.704,0.3056,sample_F1V_00020000-integrate_subtracted.dat,ok
11.45,0.2856,0.0003195,0.2856,2.77049,2.986,0.006659,2.982,0.5364,sample_F20000-integrate_subtracted.dat,ok
11.15,0.2791,0.0004988,0.2791,2.71855,2.932,0.01082,2.928,0.7385,sample_F30000-integrate_subtracted.dat,ok
7.07,0.04171,0.0001795,0.03901,1.18544,5.079,0.00622,6.758,0.2937,sample_F39L0000-integrate_subtracted.dat,ok
,,,,,,,,,sample_F39L_00020000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_F3E0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_F3E_00020000-integrate_subtracted.dat,autorg_failed
17.05,0.01544,0.001071,0.0,5.0513,9.455,0.3815,0.0,0.2432,sample_F3V0000-integrate_subtracted.dat,ok
26.9,0.04489,0.001747,0.04487,8.54426,13.55,0.2203,13.44,0.3428,sample_F3V_00020000-integrate_subtracted.dat,ok
11.66,0.2982,0.00056,0.2982,2.85408,3.065,0.01184,3.06,0.7337,sample_F40000-integrate_subtracted.dat,ok
,,,,,,,,,sample_F40L0000-integrate_subtracted.dat,autorg_failed
,,,,,,,,,sample_F40L_00020000-integrate_subtracted.dat,autorg_failed
11.11,0.2782,0.0003933,0.2782,2.75725,2.965,0.007579,2.96,0.7039,sample_F50000-integrate_subtracted.dat,ok
12.67,0.3154,0.0006513,0.3154,2.8862,3.175,0.01289,3.169,0.7135,sample_F60000-integrate_subtracted.dat,ok
,,,,,,,,,sample_F6E0000-integrate_subtracted.dat,autorg_failed
38.92,0.2388,0.003633,0.2388,13.4253,12.51,0.1413,12.53,0.7996,sample_F6E_00020000-integrate_subtracted.dat,ok
45.65,0.09555,0.005689,0.09554,11.375,15.05,0.532,15.02,0.8324,sample_F6V0000-integrate_subtracted.dat,ok
3.7,0.006733,6.05e-05,0.006733,1.83751,1.249,0.01468,1.249,0.2453,sample_F6V_00020000-integrate_subtracted.dat,ok
9.9,0.2553,0.0004938,0.2553,2.53012,2.701,0.008127,2.698,0.7491,sample_F70000-integrate_subtracted.dat,ok
12.88,0.3191,0.0006538,0.3191,2.93907,3.233,0.01439,3.227,0.5851,sample_F80000-integrate_subtracted.dat,ok
15.37,0.2652,0.000606,0.2652,2.81452,2.784,0.03013,2.79,0.6152,sample_F90000-integrate_subtracted.dat,ok
9.81,8.16,0.1191,8.16,4.2981,3.581,0.03205,3.579,0.7263,sample_FCHO1A274P0000-integrate_subtracted.dat,ok
11.0,18.6,0.2074,18.6,4.49534,3.961,0.03166,3.958,0.741,sample_FCHO1A274P_00020000-integrate_subtracted.dat,ok
14.94,47.69,0.2997,47.69,5.04048,4.95,0.03073,4.937,0.8139,sample_FCHO1A274P_00030000-integrate_subtracted.dat,ok
16.0,68.08,0.535,68.08,5.00678,5.049,0.04918,5.033,0.814,sample_FCHO1A274P_00040000-integrate_subtracted.dat,ok
18.46,100.3,0.4107,100.3,5.19538,5.476,0.03053,5.451,0.7653,sample_FCHO1A274P_00050000-integrate_subtracted.dat,ok
,,,,,,,,,sample_FCHO1IDR0000-integrate_subtracted.dat,autorg_failed
15.71,9.9,0.2761,9.9,3.22172,3.454,0.2978,3.445,0.6341,sample_FCHO1IDR10000-integrate_subtracted.dat,ok
9.85,17.26,0.1454,17.26,3.34182,3.275,0.02656,3.272,0.8139,sample_FCHO1IDR1_00020000-integrate_subtracted.dat,ok
10.24,26.43,0.1693,26.43,3.49687,3.386,0.02432,3.382,0.8226,sample_FCHO1IDR1_00030000-integrate_subtracted.dat,ok
11.93,40.21,0.2079,40.21,3.74441,3.764,0.02478,3.757,0.7882,sample_FCHO1IDR1_00040000-integrate_subtracted.dat,ok
11.94,65.8,0.3004,65.8,3.82105,3.797,0.01738,3.791,0.8162,sample_FCHO1IDR1_00050000-integrate_subtracted.dat,ok
7.22,8.999,0.09652,8.999,3.16118,2.652,0.02136,2.651,0.6651,sample_FCHO1IDR20000-integrate_subtracted.dat,ok
9.41,17.02,0.1162,17.02,3.19553,3.08,0.02434,3.077,0.7021,sample_FCHO1IDR2_00020000-integrate_subtracted.dat,ok
11.47,25.76,0.2066,25.76,3.26433,3.434,0.0402,3.426,0.6966,sample_FCHO1IDR2_00030000-integrate_subtracted.dat,ok
10.79,36.61,0.1503,36.61,3.37644,3.414,0.01665,3.409,0.7805,sample_FCHO1IDR2_00040000-integrate_subtracted.dat,ok
11.19,56.87,0.1551,56.87,3.44213,3.493,0.01397,3.488,0.8011,sample_FCHO1IDR2_00050000-integrate_subtracted.dat,ok
9.39,10.51,0.09441,10.51,3.06734,3.009,0.03261,3.006,0.7416,sample_FCHO1IDR30000-integrate_subtracted.dat,ok
8.5,19.6,0.1188,19.6,3.26961,2.969,0.01425,2.968,0.8789,sample_FCHO1IDR3_00020000-integrate_subtracted.dat,ok
10.98,32.94,0.2142,32.94,3.3528,3.365,0.0273,3.359,0.7,sample_FCHO1IDR3_00030000-integrate_subtracted.dat,ok
11.64,44.83,0.2136,44.83,3.57974,3.525,0.01865,3.518,0.7777,sample_FCHO1IDR3_00040000-integrate_subtracted.dat,ok
10.45,64.69,0.2839,64.69,3.60373,3.38,0.01649,3.375,0.8351,sample_FCHO1IDR3_00050000-integrate_subtracted.dat,ok
30.75,15.61,1.454,15.6,10.0718,11.28,0.5291,11.22,0.6198,sample_FCHO1IDR_00020000-integrate_subtracted.dat,ok
49.03,37.47,3.202,37.47,9.05962,13.72,1.085,13.66,0.6027,sample_FCHO1IDR_00030000-integrate_subtracted.dat,ok
