Dmax_est,Dmax_true,Rg_guinier,Rg_true,dmax_over_rg,in_window,method,nchannel_max,noise,params,rel_err,rg_gui_err,seed,shape,time_ms,x_converged,x_nmax,x_nsol,x_rg_nn,x_sigma
4.327413392245674,4.0,1.5929222064887976,1.54919333851277,2.581988897421939,True,shannon_ex,5,0.05,,0.08185334806141853,0.028226862902733185,0,sphere,17.234842001926154,True,5,3,,0.008262364472068295
5.0230338447559895,4.0,1.5929222064887976,1.54919333851277,2.581988897421939,True,dnn,5,0.05,,0.25575846118899737,0.028226862902733185,0,sphere,0.2216180000687018,,,,1.5236610982599075,
4.778766619466393,4.0,1.5929222064887976,1.54919333851277,2.581988897421939,True,three_rg,5,0.05,,0.19469165486659823,0.028226862902733185,0,sphere,0.0014649995137006044,,,,,
4.816141994643923,4.0,1.5915869116470491,1.54919333851277,2.581988897421939,True,shannon,5,0.05,,0.2040354986609807,0.027364933788688376,1,sphere,18.05678700475255,False,6,0,,0.6716496767150169
4.340839734512784,4.0,1.5915869116470491,1.54919333851277,2.581988897421939,True,shannon_ex,5,0.05,,0.08520993362819596,0.027364933788688376,1,sphere,18.754860997432843,True,5,2,,0.012393546708102665
5.018330437323636,4.0,1.5915869116470491,1.54919333851277,2.581988897421939,True,dnn,5,0.05,,0.2545826093309089,0.027364933788688376,1,sphere,0.19588899886002764,,,,1.5233376820360645,
4.774760734941148,4.0,1.5915869116470491,1.54919333851277,2.581988897421939,True,three_rg,5,0.05,,0.1936901837352869,0.027364933788688376,1,sphere,0.0011840020306408405,,,,,
5.462279448159168,4.0,1.6037899474483146,1.54919333851277,2.581988897421939,False,shannon,5,0.05,,0.365569862039792,0.03524195952711585,2,sphere,19.043254003918264,True,6,7,,0.003436692744531733
4.814892896097694,4.0,1.6037899474483146,1.54919333851277,2.581988897421939,False,shannon_ex,5,0.05,,0.20372322402442355,0.03524195952711585,2,sphere,18.961525995109696,False,6,0,,0.5360208951254215
5.020224418671797,4.0,1.6037899474483146,1.54919333851277,2.581988897421939,False,dnn,5,0.05,,0.25505610466794915,0.03524195952711585,2,sphere,0.20608799968613312,,,,1.5235063727679024,
