Dmax_bift,Dmax_bift_err,I0_gui,Rg_bift,Rg_dnn,Rg_gui,chi2,dmax_over_rg,dnn,file,knee,logP,qmin_Rg,shannon,three_rg
35.42,0.19,0.0061881891493504055,13.94,17.559038128834445,10.539316471341161,1.46,2.5408895265423244,60.33480626366758,sample_1210000-integrate_subtracted.dat,17.930117540033876,-679.33,1.187025450667334,29.267681840914417,31.617949414023485
32.48,1.26,0.004870732236607017,13.51,13.663965931232923,9.760161830047455,0.8,2.404145077720207,44.824166008346424,sample_1220000-integrate_subtracted.dat,16.941152095695667,-384.52,1.150409887985343,26.908766165440976,29.280485490142365
38.39,0.31,0.005885708112232416,14.98,19.007087998462225,10.952448985232556,1.17,2.562750333778371,62.16102478717302,sample_1230000-integrate_subtracted.dat,19.514252168213503,-547.47,1.27558402087494,28.2573183819,32.857346955697665
45.81,2.81,0.004198083256688432,17.35,16.11850109455498,11.182911645833896,0.89,2.6403458213256483,54.91727799989751,sample_1240000-integrate_subtracted.dat,20.43906352964881,-419.29,1.4773953779826576,34.13024634308521,33.548734937501685
38.93,0.22,0.010655772558625237,12.72,11.52303491465385,2.1450754990123464,0.84,3.060534591194968,45.791830456810885,sample_1250000-integrate_subtracted.dat,3.5013852862828636,-418.81,1.083139435616104,5.362688747530866,6.435226497037039
36.0,0.62,0.05558951921065917,12.24,11.444448346385858,8.882305956556259,1.13,2.941176470588235,43.33276745691144,sample_1260000-integrate_subtracted.dat,12.252252836473701,-531.78,1.0422662493664396,24.790515924748423,26.646917869668776
41.0,0.43,0.007751722667918826,15.48,11.972721527713729,6.577846323352984,0.71,2.648578811369509,39.60486116311412,sample_1270000-integrate_subtracted.dat,9.073481218433106,-354.61,1.3181602565516737,17.562849683352432,19.73353897005895
21.06,0.44,0.0034632723805139557,9.37,12.926461897847899,5.6511996083747436,0.99,2.247598719316969,40.94505498269195,sample_1280000-integrate_subtracted.dat,9.094475529757474,-472.32,0.7978786565819884,15.557752521855624,16.95359882512423
26.52,0.54,0.00906694751949651,12.01,14.461512380282286,9.305654534284642,0.78,2.2081598667776854,47.060288531483494,sample_1290000-integrate_subtracted.dat,12.836219864592234,-384.19,1.0226811809551422,23.9465510015591,27.916963602853926
61.36,0.03,0.042342445775972994,20.16,13.653642351782759,3.3668033773043535,1.18,3.0436507936507935,47.09427129190007,sample_12R3a0000-integrate_subtracted.dat,4.644168578653625,-665.83,1.7168813207614133,8.438171207346794,10.10041013191306
60.5,0.03,0.020092191570514756,19.71,13.300386942080868,2.945722238601758,1.45,3.0695078640284117,45.17965124106415,sample_12R3b0000-integrate_subtracted.dat,4.063329255927265,-825.57,1.6785580769944175,7.405966525307477,8.837166715805274
3.1,0.02,0.0017093099000946264,1.2,13.29421234012529,1.2087537478844337,0.85,2.5833333333333335,45.35657925749191,sample_12R3c0000-integrate_subtracted.dat,1.6673549198317876,-407.89,0.10219531671198888,3.041224429677235,3.626261243653301
51.06,0.19,0.034842691856312606,15.38,11.751340000414647,2.3198950306710167,0.88,3.3198959687906373,41.897115837302664,sample_12R3h0000-integrate_subtracted.dat,3.2000632053076,-495.57,1.309803309191991,5.860054847474984,6.95968509201305
6.92,0.01,0.01421502154046715,2.65,12.39583526755075,2.429943009093763,2.99,2.611320754716981,43.627243012622095,sample_12R3k0000-integrate_subtracted.dat,3.3518633867439362,-1423.74,0.22568132440564212,6.167195357079968,7.2898290272812885
7.69,0.01,0.0029481320501982943,3.04,12.842891330466387,1.4742120229008238,1.1,2.5296052631578947,45.16644799020846,sample_12R3l0000-integrate_subtracted.dat,2.033528064389396,-530.69,0.25889480233703854,3.715751403721525,4.422636068702471
46.33,0.33,365.8403732630325,12.95,12.703672976993554,12.062948772491938,1.1,3.5776061776061776,49.629053607833335,sample_130000-integrate_subtracted.dat,36.6071893809058,-621.53,0.7984104560124088,41.779161434327776,36.188846317475814
30.15,0.57,0.0028048297917155885,13.15,12.852377508204418,4.321378890288884,0.87,2.2927756653992395,41.623650273490846,sample_1300000-integrate_subtracted.dat,19.074912132046528,-419.24,1.119754998298095,12.337536731774783,12.964136670866651
46.64,2.35,0.004071756879132329,17.65,12.400032202442455,7.798337734175239,0.8,2.642492917847026,41.46439795899055,sample_1310000-integrate_subtracted.dat,10.757027070521323,-381.79,1.5029411193886975,21.601395523665598,23.395013202525718
20.44,0.0,133.1488784323104,7.18,13.07305819040633,6.2399182495456875,4.04,2.8467966573816157,49.83913576714377,sample_140000-integrate_subtracted.dat,12.26546410762819,-1917.31,0.4426708165381541,20.76644793448799,18.71975474863706
30.0,0.17,135.83286525116347,8.39,10.955485843564874,7.31634545575715,0.99,3.575685339690107,45.38543887420821,sample_150000-integrate_subtracted.dat,20.142283147836068,-506.16,0.5172713301887344,25.430571612004385,21.94903636727145
26.72,0.04,40.20056882921286,10.09,16.72336682888583,11.272181360459106,3.04,2.6481665014866205,58.450867397524284,sample_15min0000-integrate_subtracted.dat,19.176911261294638,-1405.34,0.8592922880199733,28.94696173365898,33.816544081377316
18.46,0.43,66.57140385133184,5.44,5.921661983624196,5.042570273253069,0.92,3.393382352941176,24.89852795551463,sample_160000-integrate_subtracted.dat,13.21587072635802,-430.76,0.46328543576101633,15.847789854779737,15.127710819759205
17.63,0.14,94.03474445559954,5.12,5.621105735620327,4.79458039625371,0.8,3.4433593749999996,23.398507080170795,sample_170000-integrate_subtracted.dat,14.412232982765977,-391.44,0.43603335130448595,16.6563722965858,14.383741188761128
22.03,0.3,113.396271193049,5.39,5.5814991177341335,4.840169254594171,0.75,4.087198515769945,26.31812544053153,sample_180000-integrate_subtracted.dat,13.798160904226997,-357.77,0.4590272975646834,16.456575465620094,14.520507763782513
17.72,0.34,126.01521133411701,5.19,5.747970636107625,4.87077266722463,0.98,3.4142581888246624,25.998586916995677,sample_190000-integrate_subtracted.dat,12.765613252622332,-465.74,0.44199474477935197,15.809553923277829,14.61231800167389
2.12,0.01,0.022683429413446223,0.53,19.375860012966534,1.5492687524657431,1273.21,4.0,60.80493769901282,sample_1PL_100TG0000-integrate_subtracted.dat,8.058502050091095,-573028.39,0.032676258045295496,5.388356721075752,4.64780625739723
8.77,0.04,0.03771906848364305,4.55,21.002595264420584,2.281318294557793,3737.13,1.9274725274725275,65.15572948612274,sample_1PL_1TG0000-integrate_subtracted.dat,8.444048722293283,-1686316.92,0.2805225926530085,7.382346001189022,6.843954883673379
